Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion_Rate_Original,Sale_Amount,Ad_Date,Location,Device,Keyword,Ad_Date_Parsed,Day,Month,Weekday,Week,CR_Needs_Fix,Conversion_Rate_Fixed,CTR,CPC,Cost_Per_Lead,Lead_Conversion_Rate,Conversion_Per_Impression,Leads_Per_Click,Revenue_Per_Conversion,ROI,Cost_Per_Sale,Campaign_Name_Encoded,Location_Encoded,Device_Encoded,Keyword_Encoded
A2745,data analytics course,85.0,5612.0,245.87,12.0,7.0,0.082,1124.0,2024-11-16,hyderabad,mobile,learn data analytics,2024-11-16,16,11,5,46,False,0.0824,0.015146115466856735,2.892588235294118,20.489166666666666,0.5833333333333334,0.0012473271560940842,0.1411764705882353,160.57142857142858,3.571521535770936,0.2187455516014235,0,0,1,4
A2746,data analytics course,104.0,4627.0,200.98,28.0,6.0,0.058,1815.0,16-11-2024,hyderabad,tablet,data analytics training,2024-11-16,16,11,5,46,False,0.0577,0.022476766803544414,1.9324999999999999,7.1778571428571425,0.21428571428571427,0.0012967365463583316,0.2692307692307692,302.5,8.030749328291373,0.110732782369146,0,0,2,3
A2747,data analytics course,103.0,4264.0,214.56,27.0,4.0,0.039,1804.0,11-11-2024,hyderabad,desktop,learn data analytics,2024-11-11,11,11,0,46,False,0.0388,0.024155722326454035,2.083106796116505,7.946666666666666,0.14814814814814814,0.0009380863039399625,0.2621359223300971,451.0,7.407904548844146,0.11893569844789358,0,0,0,4
A2748,data analytics course,162.0,5815.0,198.49,11.0,7.0,0.048,1468.0,2024-11-23,hyderabad,tablet,data analytics course,2024-11-23,23,11,5,47,False,0.0432,0.027858985382631127,1.225246913580247,18.044545454545457,0.6363636363636364,0.0012037833190025795,0.06790123456790123,209.71428571428572,6.3958385812887295,0.13521117166212535,0,0,2,1
A2749,data analytics course,161.0,3597.0,218.35,29.0,6.0,0.039,1840.0,06-11-2024,hyderabad,tablet,data analytics course,2024-06-11,11,6,1,24,False,0.0373,0.04475952182374201,1.3562111801242236,7.529310344827586,0.20689655172413793,0.0016680567139282735,0.18012422360248448,306.6666666666667,7.426837645981223,0.11866847826086956,0,0,2,1
A2750,data analytics course,83.0,5973.0,224.06,25.0,9.0,0.108,1197.0,2024-11-10,hyderabad,mobile,analytics for data,2024-11-10,10,11,6,45,False,0.1084,0.013895864724594007,2.6995180722891567,8.9624,0.36,0.0015067805123053742,0.30120481927710846,133.0,4.342319021690619,0.18718462823725981,0,0,1,0
A2751,data analytics course,165.0,3430.0,248.59,26.0,8.0,0.04,1056.0,2024/11/06,hyderabad,desktop,analytics for data,2024-11-06,6,11,2,45,False,0.0485,0.048104956268221574,1.5066060606060607,9.561153846153847,0.3076923076923077,0.0023323615160349854,0.15757575757575756,132.0,3.2479584858602517,0.23540719696969697,0,0,0,0
A2752,data analytics course,134.0,5085.0,186.1,18.0,8.0,0.06,1033.0,2024-11-27,hyderabad,mobile,data analytics course,2024-11-27,27,11,2,48,False,0.0597,0.026352015732546707,1.3888059701492537,10.338888888888889,0.4444444444444444,0.0015732546705998034,0.13432835820895522,129.125,4.55077915099409,0.18015488867376572,0,0,1,1
A2753,data analytics course,126.0,4906.0,222.92,16.0,9.0,0.071,1443.0,2024-11-25,hyderabad,mobile,learn data analytics,2024-11-25,25,11,0,48,False,0.0714,0.025682837342030168,1.769206349206349,13.9325,0.5625,0.0018344883815735833,0.12698412698412698,160.33333333333334,5.473174232908667,0.15448371448371448,0,0,1,4
A2754,data analytics course,173.0,5082.0,198.75,16.0,3.0,0.046,1128.0,2024-11-14,hyderabad,tablet,analytics for data,2024-11-14,14,11,3,46,True,0.0173,0.03404171585989768,1.1488439306358382,12.421875,0.1875,0.0005903187721369539,0.09248554913294797,376.0,4.675471698113207,0.1761968085106383,0,0,2,0
A2755,data analytics course,174.0,4661.0,200.74,20.0,5.0,0.029,1596.0,2024/11/20,hyderabad,desktop,data analytics course,2024-11-20,20,11,2,47,False,0.0287,0.03733104484016306,1.1536781609195403,10.037,0.25,0.001072731173567904,0.11494252873563218,319.2,6.950582843479127,0.12577694235588974,0,0,0,1
A2756,data analytics course,149.0,3573.0,247.52,20.0,4.0,0.031,1742.0,03-11-2024,hyderabad,mobile,analytics for data,2024-03-11,11,3,0,11,False,0.0268,0.04170165127343969,1.6612080536912752,12.376000000000001,0.2,0.001119507416736636,0.1342281879194631,435.5,6.03781512605042,0.14208955223880598,0,0,1,0
A2757,data analytics course,108.0,5663.0,213.85,20.0,9.0,0.083,1703.0,2024/11/17,hyderabad,desktop,data analytics online,2024-11-17,17,11,6,46,False,0.0833,0.01907116369415504,1.9800925925925925,10.692499999999999,0.45,0.0015892636411795867,0.18518518518518517,189.22222222222223,6.963525835866262,0.12557251908396946,0,0,0,2
A2758,data analytics course,99.0,4466.0,214.08,14.0,7.0,0.047,1515.0,2024/11/15,hyderabad,desktop,analytics for data,2024-11-15,15,11,4,46,True,0.0707,0.022167487684729065,2.1624242424242426,15.291428571428572,0.5,0.001567398119122257,0.1414141414141414,216.42857142857142,6.076793721973094,0.14130693069306932,0,0,0,0
A2759,data analytics course,113.0,3120.0,249.66,20.0,8.0,0.071,1895.0,2024-11-27,hyderabad,mobile,data analytics training,2024-11-27,27,11,2,48,False,0.0708,0.03621794871794872,2.2093805309734513,12.483,0.4,0.002564102564102564,0.17699115044247787,236.875,6.590322839061123,0.13174670184696569,0,0,1,3
A2760,data analytics course,84.0,3911.0,206.06,13.0,7.0,0.047,1155.0,2024-11-18,hyderabad,tablet,learn data analytics,2024-11-18,18,11,0,47,True,0.0833,0.021477882894400408,2.453095238095238,15.850769230769231,0.5384615384615384,0.0017898235745333673,0.15476190476190477,165.0,4.6051635445986605,0.1784069264069264,0,0,2,4
A2761,data analytics course,182.0,3458.0,186.51,28.0,9.0,0.049,1982.0,2024-11-01,hyderabad,desktop,learn data analytics,2024-11-01,1,11,4,44,False,0.0495,0.05263157894736842,1.0247802197802198,6.661071428571428,0.32142857142857145,0.0026026604973973396,0.15384615384615385,220.22222222222223,9.626776044179937,0.09410191725529768,0,0,0,4
A2762,data analytics course,82.0,3261.0,245.34,30.0,8.0,0.047,1922.0,2024/11/09,hyderabad,desktop,data analytics course,2024-11-09,9,11,5,45,True,0.0976,0.025145660840233057,2.9919512195121953,8.178,0.26666666666666666,0.0024532352039251764,0.36585365853658536,240.25,6.834026249286705,0.12764828303850156,0,0,0,1
A2763,data analytics course,103.0,3844.0,232.39,13.0,7.0,0.068,1763.0,2024-11-25,hyderabad,mobile,learn data analytics,2024-11-25,25,11,0,48,False,0.068,0.02679500520291363,2.2562135922330095,17.876153846153844,0.5384615384615384,0.0018210197710718003,0.1262135922330097,251.85714285714286,6.586384956323423,0.13181508791832103,0,0,1,4
A2764,data analytics course,117.0,4298.0,227.92,15.0,8.0,0.068,1512.0,2024/11/21,hyderabad,tablet,online data analytic,2024-11-21,21,11,3,47,False,0.0684,0.027221963704048394,1.9480341880341878,15.194666666666667,0.5333333333333333,0.0018613308515588647,0.1282051282051282,189.0,5.6339066339066335,0.15074074074074073,0,0,2,5
A2765,data analytics course,93.0,4998.0,201.98,17.0,8.0,0.086,1216.0,2024-11-12,hyderabad,desktop,data analytics course,2024-11-12,12,11,1,46,False,0.086,0.018607442977190875,2.1718279569892474,11.881176470588235,0.47058823529411764,0.001600640256102441,0.1827956989247312,152.0,5.020398059213783,0.1661019736842105,0,0,0,1
A2766,data analytics course,166.0,5110.0,196.99,26.0,4.0,0.047,1431.0,12-11-2024,hyderabad,tablet,data analytics online,2024-12-11,11,12,2,50,True,0.0241,0.0324853228962818,1.1866867469879518,7.576538461538462,0.15384615384615385,0.0007827788649706458,0.1566265060240964,357.75,6.264328138484187,0.13765897973445143,0,0,2,2
A2767,data analytics course,121.0,5155.0,187.0,23.0,6.0,0.05,1510.0,2024-11-05,hyderabad,tablet,data analytics course,2024-11-05,5,11,1,45,False,0.0496,0.023472356935014548,1.5454545454545454,8.130434782608695,0.2608695652173913,0.0011639185257032007,0.19008264462809918,251.66666666666666,7.074866310160428,0.123841059602649,0,0,2,1
A2768,data analytics course,106.0,5010.0,220.66,26.0,6.0,0.057,1345.0,16-11-2024,hyderabad,desktop,data analytics course,2024-11-16,16,11,5,46,False,0.0566,0.021157684630738523,2.081698113207547,8.486923076923077,0.23076923076923078,0.0011976047904191617,0.24528301886792453,224.16666666666666,5.095350312698269,0.16405947955390335,0,0,0,1
A2769,data analytics course,106.0,4362.0,227.02,12.0,9.0,0.085,1548.0,27-11-2024,hyderabad,mobile,online data analytic,2024-11-27,27,11,2,48,False,0.0849,0.024300779458963778,2.141698113207547,18.918333333333333,0.75,0.0020632737276478678,0.11320754716981132,172.0,5.8187824861245705,0.14665374677002585,0,0,1,5
A2770,data analytics course,122.0,3662.0,211.05,19.0,6.0,0.049,1082.0,2024/11/21,hyderabad,desktop,data analytics training,2024-11-21,21,11,3,47,False,0.0492,0.033315128345166575,1.7299180327868853,11.107894736842105,0.3157894736842105,0.0016384489350081922,0.1557377049180328,180.33333333333334,4.126747216299455,0.1950554528650647,0,0,0,3
A2771,data analytics course,193.0,5464.0,224.15,12.0,3.0,0.056,1157.0,03-11-2024,hyderabad,tablet,online data analytic,2024-03-11,11,3,0,11,True,0.0155,0.035322108345534405,1.16139896373057,18.679166666666667,0.25,0.0005490483162518302,0.06217616580310881,385.6666666666667,4.161722061119786,0.19373379429559207,0,0,2,5
A2772,data analytics course,146.0,3560.0,214.16,26.0,3.0,0.021,1033.0,2024/11/02,hyderabad,desktop,analytics for data,2024-11-02,2,11,5,44,False,0.0205,0.04101123595505618,1.4668493150684931,8.236923076923077,0.11538461538461539,0.0008426966292134832,0.1780821917808219,344.3333333333333,3.823496451251401,0.20731848983543077,0,0,0,0
A2773,data analytics course,139.0,5014.0,198.84,10.0,8.0,0.047,1474.0,2024-11-14,hyderabad,tablet,learn data analytics,2024-11-14,14,11,3,46,True,0.04665,0.02772237734343837,1.4305035971223021,19.884,0.8,0.0015955325089748703,0.07194244604316546,184.25,6.412995373164353,0.13489823609226595,0,0,2,4
A2774,data analytics course,111.0,3278.0,189.58,25.0,5.0,0.045,1882.0,09-11-2024,hyderabad,mobile,data analytics training,2024-09-11,11,9,2,37,False,0.045,0.0338621110433191,1.707927927927928,7.583200000000001,0.2,0.001525320317266626,0.22522522522522523,376.4,8.927207511340859,0.10073326248671627,0,0,1,3
A2775,data analytics course,139.0,3149.0,213.67,14.0,8.0,0.047,1491.0,2024/11/27,hyderabad,tablet,online data analytic,2024-11-27,27,11,2,48,True,0.04665,0.04414099714194983,1.5371942446043165,15.262142857142857,0.5714285714285714,0.0025404890441409972,0.10071942446043165,186.375,5.978050264426452,0.1433065057008719,0,0,2,5
A2776,data analytics course,195.0,4128.0,246.55,25.0,5.0,0.026,1105.0,2024/11/09,hyderabad,mobile,data analytics training,2024-11-09,9,11,5,45,False,0.0256,0.047238372093023256,1.2643589743589745,9.862,0.2,0.0012112403100775194,0.1282051282051282,221.0,3.4818495234232407,0.22312217194570136,0,0,1,3
A2777,data analytics course,149.0,5018.0,219.11,16.0,3.0,0.047,1795.0,2024/11/26,hyderabad,desktop,data analytics training,2024-11-26,26,11,1,48,True,0.0201,0.0296931048226385,1.4705369127516779,13.694375,0.1875,0.0005978477481068154,0.10738255033557047,598.3333333333334,7.192232212130892,0.12206685236768804,0,0,0,3
A2778,data analytics course,194.0,5215.0,225.13,12.0,6.0,0.031,1107.0,2024-11-22,hyderabad,tablet,data analytics online,2024-11-22,22,11,4,47,False,0.0309,0.03720038350910834,1.1604639175257732,18.760833333333334,0.5,0.0011505273250239693,0.061855670103092786,184.5,3.917158974814552,0.2033694670280036,0,0,2,2
A2779,data analytics course,191.0,3948.0,208.43,23.0,7.0,0.037,1450.0,2024/11/24,hyderabad,tablet,data analytics course,2024-11-24,24,11,6,47,False,0.0366,0.048378926038500504,1.0912565445026179,9.062173913043479,0.30434782608695654,0.0017730496453900709,0.12041884816753927,207.14285714285714,5.956772057765196,0.1437448275862069,0,0,2,1
A2780,data analytics course,196.0,4912.0,187.07,26.0,7.0,0.047,1720.0,04-11-2024,hyderabad,desktop,data analytics course,2024-04-11,11,4,3,15,True,0.0357,0.039902280130293157,0.9544387755102041,7.194999999999999,0.2692307692307692,0.0014250814332247557,0.1326530612244898,245.71428571428572,8.194419201368472,0.10876162790697674,0,0,0,1
A2781,data analytics course,182.0,5136.0,249.36,23.0,7.0,0.038,1846.0,2024-11-03,hyderabad,desktop,learn data analytics,2024-11-03,3,11,6,44,False,0.0385,0.03543613707165109,1.3701098901098903,10.841739130434783,0.30434782608695654,0.0013629283489096573,0.12637362637362637,263.7142857142857,6.402951555983316,0.13508125677139762,0,0,0,4
A2782,data analytics course,156.0,5674.0,193.18,29.0,10.0,0.047,1176.0,27-11-2024,hyderabad,desktop,data analytics course,2024-11-27,27,11,2,48,True,0.0641,0.027493831512160734,1.2383333333333333,6.661379310344828,0.3448275862068966,0.0017624250969333803,0.1858974358974359,117.6,5.087586706698415,0.16426870748299321,0,0,0,1
A2783,data analytics course,187.0,4674.0,201.41,18.0,9.0,0.048,1719.0,2024-11-28,hyderabad,tablet,learn data analytics,2024-11-28,28,11,3,48,False,0.0481,0.04000855798031665,1.0770588235294118,11.189444444444444,0.5,0.0019255455712451862,0.0962566844919786,191.0,7.534829452360856,0.11716695753344968,0,0,2,4
A2784,data analytics course,117.0,4408.0,184.0,30.0,3.0,0.026,1239.0,14-11-2024,hyderabad,tablet,online data analytic,2024-11-14,14,11,3,46,False,0.0256,0.026542649727767695,1.5726495726495726,6.133333333333334,0.1,0.0006805807622504537,0.2564102564102564,413.0,5.733695652173913,0.14850686037126715,0,0,2,5
A2785,data analytics course,135.0,5402.0,238.81,19.0,8.0,0.059,1648.0,28-11-2024,hyderabad,mobile,learn data analytics,2024-11-28,28,11,3,48,False,0.0593,0.02499074416882636,1.768962962962963,12.568947368421053,0.42105263157894735,0.001480932987782303,0.14074074074074075,206.0,5.9008835475901344,0.14490898058252427,0,0,1,4
A2786,data analytics course,114.0,4520.0,223.69,20.0,3.0,0.026,1845.0,08-11-2024,hyderabad,desktop,data analytics training,2024-08-11,11,8,6,32,False,0.0263,0.025221238938053097,1.9621929824561404,11.1845,0.15,0.000663716814159292,0.17543859649122806,615.0,7.2480218159059415,0.12124119241192412,0,0,0,3
A2787,data analytics course,184.0,5876.0,231.91,23.0,7.0,0.047,1018.0,2024/11/11,hyderabad,desktop,data analytics course,2024-11-11,11,11,0,46,True,0.04665,0.031313818924438394,1.2603804347826086,10.083043478260869,0.30434782608695654,0.001191286589516678,0.125,145.42857142857142,3.389633909706352,0.22780943025540273,0,0,0,1
A2788,data analytics course,115.0,5996.0,191.99,24.0,7.0,0.047,1822.0,2024/11/20,hyderabad,mobile,data analytics course,2024-11-20,20,11,2,47,True,0.04665,0.019179452968645764,1.6694782608695653,7.999583333333334,0.2916666666666667,0.0011674449633088727,0.20869565217391303,260.2857142857143,8.490077608208761,0.10537321624588365,0,0,1,1
A2789,data analytics course,149.0,3249.0,202.43,11.0,6.0,0.04,1027.0,04-11-2024,hyderabad,desktop,analytics for data,2024-04-11,11,4,3,15,False,0.0403,0.04586026469682979,1.3585906040268456,18.402727272727272,0.5454545454545454,0.0018467220683287165,0.0738255033557047,171.16666666666666,4.073358691893493,0.1971080817916261,0,0,0,0
A2790,data analytics course,136.0,4351.0,233.43,18.0,6.0,0.044,1299.0,12-11-2024,hyderabad,tablet,online data analytic,2024-12-11,11,12,2,50,False,0.0441,0.031257182256952426,1.7163970588235296,12.968333333333334,0.3333333333333333,0.001378993334865548,0.1323529411764706,216.5,4.564837424495566,0.1796997690531178,0,0,2,5
A2791,data analytics course,119.0,5805.0,245.13,25.0,6.0,0.047,1122.0,2024-11-13,hyderabad,tablet,online data analytic,2024-11-13,13,11,2,46,True,0.0504,0.02049956933677864,2.0599159663865545,9.8052,0.24,0.0010335917312661498,0.21008403361344538,187.0,3.5771631379268145,0.218475935828877,0,0,2,5
A2792,data analytics course,186.0,5685.0,197.15,18.0,10.0,0.046,1273.0,2024/11/24,hyderabad,desktop,data analytics course,2024-11-24,24,11,6,47,False,0.0538,0.03271767810026385,1.0599462365591399,10.952777777777778,0.5555555555555556,0.001759014951627089,0.0967741935483871,127.3,5.457012427085974,0.15487038491751767,0,0,0,1
A2793,data analytics course,91.0,3199.0,196.04,27.0,4.0,0.044,1737.0,2024/11/25,hyderabad,tablet,data analytics training,2024-11-25,25,11,0,48,False,0.044,0.028446389496717725,2.1542857142857144,7.26074074074074,0.14814814814814814,0.0012503907471084713,0.2967032967032967,434.25,7.860436645582535,0.11286125503742084,0,0,2,3
A2794,data analytics course,171.0,3490.0,180.82,11.0,8.0,0.047,1497.0,2024-11-14,hyderabad,mobile,data analytics course,2024-11-14,14,11,3,46,False,0.0468,0.04899713467048711,1.0574269005847954,16.438181818181818,0.7272727272727273,0.002292263610315186,0.06432748538011696,187.125,7.2789514434244005,0.12078824315297261,0,0,1,1
A2795,data analytics course,149.0,3584.0,199.9,21.0,8.0,0.054,1507.0,2024/11/18,hyderabad,mobile,learn data analytics,2024-11-18,18,11,0,47,False,0.0537,0.04157366071428571,1.3416107382550335,9.519047619047619,0.38095238095238093,0.002232142857142857,0.14093959731543623,188.375,6.538769384692346,0.13264764432647644,0,0,1,4
A2796,data analytics course,121.0,3757.0,241.14,16.0,3.0,0.04,1226.0,2024-11-11,hyderabad,desktop,data analytics online,2024-11-11,11,11,0,46,True,0.0248,0.03220654777748203,1.992892561983471,15.07125,0.1875,0.0007985094490284802,0.1322314049586777,408.6666666666667,4.084183461889359,0.1966884176182708,0,0,0,2
A2797,data analytics course,189.0,3029.0,214.965,21.0,3.0,0.016,1016.0,2024/11/05,hyderabad,desktop,data analytics training,2024-11-05,5,11,1,45,False,0.0159,0.06239683063717399,1.1373809523809524,10.236428571428572,0.14285714285714285,0.0009904258831297458,0.1111111111111111,338.6666666666667,3.7263508012932336,0.21157972440944883,0,0,0,3
A2798,data analytics course,183.0,3876.0,237.72,13.0,10.0,0.055,1682.0,2024/11/11,hyderabad,mobile,data analytics online,2024-11-11,11,11,0,46,False,0.0546,0.04721362229102167,1.2990163934426229,18.286153846153844,0.7692307692307693,0.0025799793601651187,0.07103825136612021,168.2,6.0755510684839305,0.14133174791914388,0,0,1,2
A2799,data analytics course,133.0,4622.0,243.63,26.0,5.0,0.038,1742.0,2024/11/22,hyderabad,mobile,analytics for data,2024-11-22,22,11,4,47,False,0.0376,0.028775421895283426,1.8318045112781955,9.370384615384616,0.19230769230769232,0.0010817827780181739,0.19548872180451127,348.4,6.150186758609366,0.1398564867967853,0,0,1,0
A2800,data analytics course,127.0,3249.0,244.01,25.0,5.0,0.039,1248.0,2024-11-05,hyderabad,mobile,analytics for data,2024-11-05,5,11,1,45,False,0.0394,0.03908895044629117,1.9213385826771652,9.760399999999999,0.2,0.0015389350569405972,0.1968503937007874,249.6,4.114544485881726,0.19552083333333334,0,0,1,0
A2801,data analytics course,195.0,3372.0,225.57,10.0,9.0,0.046,1686.0,2024/11/17,hyderabad,mobile,data analytics training,2024-11-17,17,11,6,46,False,0.0462,0.05782918149466192,1.1567692307692308,22.557,0.9,0.0026690391459074734,0.05128205128205128,187.33333333333334,6.474398191248837,0.1337900355871886,0,0,1,3
A2802,data analytics course,138.0,5452.0,210.45,16.0,8.0,0.052,1964.0,02-11-2024,hyderabad,desktop,data analytics training,2024-02-11,11,2,6,6,False,0.058,0.025311812179016874,1.525,13.153125,0.5,0.001467351430667645,0.11594202898550725,245.5,8.332382988833452,0.10715376782077392,0,0,0,3
A2803,data analytics course,134.0,3011.0,230.59,21.0,7.0,0.052,1224.0,16-11-2024,hyderabad,mobile,online data analytic,2024-11-16,16,11,5,46,False,0.0522,0.04450348721355032,1.720820895522388,10.98047619047619,0.3333333333333333,0.002324809033543673,0.15671641791044777,174.85714285714286,4.3081226419185565,0.188390522875817,0,0,1,5
A2804,data analytics course,110.0,3371.0,211.89,12.0,6.0,0.055,1743.0,2024-11-09,hyderabad,tablet,data analytics course,2024-11-09,9,11,5,45,False,0.0545,0.03263126668644319,1.9262727272727271,17.6575,0.5,0.0017798872738059924,0.10909090909090909,290.5,7.225966303270566,0.12156626506024096,0,0,2,1
A2805,data analytics course,186.0,5126.0,182.38,25.0,7.0,0.038,1856.0,2024-11-18,hyderabad,tablet,data analytics online,2024-11-18,18,11,0,47,False,0.0376,0.03628560280920796,0.9805376344086021,7.2951999999999995,0.28,0.0013655872024970737,0.13440860215053763,265.14285714285717,9.176554446759512,0.09826508620689654,0,0,2,2
A2806,data analytics course,191.0,5257.0,219.4,29.0,6.0,0.031,1730.0,2024/11/04,hyderabad,mobile,data analytics online,2024-11-04,4,11,0,45,False,0.0314,0.03633250903557162,1.1486910994764399,7.56551724137931,0.20689655172413793,0.0011413353623739774,0.1518324607329843,288.3333333333333,6.8851412944393795,0.1268208092485549,0,0,1,2
A2807,data analytics course,169.0,3475.0,247.16,12.0,3.0,0.018,1985.0,2024-11-12,hyderabad,mobile,data analytics training,2024-11-12,12,11,1,46,False,0.0178,0.04863309352517985,1.4624852071005916,20.596666666666668,0.25,0.0008633093525179857,0.07100591715976332,661.6666666666666,7.031234827642013,0.12451385390428212,0,0,1,3
A2808,data analytics course,198.0,5447.0,225.49,16.0,5.0,0.025,1249.0,29-11-2024,hyderabad,mobile,analytics for data,2024-11-29,29,11,4,48,False,0.0253,0.03635028456030843,1.138838383838384,14.093125,0.3125,0.0009179364787956673,0.08080808080808081,249.8,4.539048294824604,0.18053642914331466,0,0,1,0
A2809,data analytics course,184.0,3272.0,241.8,27.0,9.0,0.047,1969.0,2024/11/08,hyderabad,mobile,learn data analytics,2024-11-08,8,11,4,45,True,0.0489,0.05623471882640587,1.3141304347826088,8.955555555555556,0.3333333333333333,0.0027506112469437654,0.14673913043478262,218.77777777777777,7.14309346567411,0.12280345352971052,0,0,1,4
A2810,data analytics course,87.0,5221.0,217.08,13.0,9.0,0.103,1723.0,2024/11/09,hyderabad,desktop,data analytics online,2024-11-09,9,11,5,45,False,0.1034,0.016663474430185787,2.4951724137931035,16.69846153846154,0.6923076923076923,0.001723807699674392,0.14942528735632185,191.44444444444446,6.937166021743136,0.12598955310504933,0,0,0,2
A2811,data analytics course,180.0,3099.0,241.32,23.0,5.0,0.028,1177.0,2024/11/28,hyderabad,mobile,analytics for data,2024-11-28,28,11,3,48,False,0.0278,0.05808325266214908,1.3406666666666667,10.492173913043478,0.21739130434782608,0.0016134236850596966,0.12777777777777777,235.4,3.87734128957401,0.20502973661852167,0,0,1,0
A2812,data analytics course,99.0,4229.0,183.7,24.0,8.0,0.081,1792.0,2024-11-19,hyderabad,mobile,learn data analytics,2024-11-19,19,11,1,47,False,0.0808,0.023409789548356586,1.8555555555555554,7.654166666666666,0.3333333333333333,0.0018917001655237645,0.24242424242424243,224.0,8.7550353837779,0.1025111607142857,0,0,1,4
A2813,data analytics course,148.0,4038.0,248.37,28.0,3.0,0.047,1549.0,08-11-2024,hyderabad,mobile,online data analytic,2024-08-11,11,8,6,32,True,0.0203,0.03665180782565627,1.6781756756756756,8.870357142857143,0.10714285714285714,0.0007429420505200594,0.1891891891891892,516.3333333333334,5.236663043040625,0.1603421562298257,0,0,1,5
A2814,data analytics course,146.0,3960.0,213.7,29.0,6.0,0.041,1178.0,2024/11/23,hyderabad,mobile,data analytics course,2024-11-23,23,11,5,47,False,0.0411,0.03686868686868687,1.4636986301369863,7.368965517241379,0.20689655172413793,0.0015151515151515152,0.19863013698630136,196.33333333333334,4.512400561534862,0.18140916808149404,0,0,1,1
A2815,data analytics course,149.0,3865.0,198.54,14.0,4.0,0.034,1507.0,2024-11-01,hyderabad,tablet,data analytics training,2024-11-01,1,11,4,44,False,0.0268,0.03855109961190168,1.33248322147651,14.18142857142857,0.2857142857142857,0.001034928848641656,0.09395973154362416,376.75,6.5904099929485245,0.1317451891174519,0,0,2,3
A2816,data analytics course,88.0,3433.0,241.8,29.0,6.0,0.068,1654.0,2024/11/20,hyderabad,mobile,learn data analytics,2024-11-20,20,11,2,47,False,0.0682,0.025633556655986017,2.747727272727273,8.337931034482759,0.20689655172413793,0.001747742499271774,0.32954545454545453,275.6666666666667,5.840363937138131,0.14619105199516325,0,0,1,4
A2817,data analytics course,154.0,3009.0,185.32,16.0,9.0,0.051,1433.0,14-11-2024,hyderabad,mobile,data analytics online,2024-11-14,14,11,3,46,False,0.0584,0.0511797939514789,1.2033766233766234,11.5825,0.5625,0.0029910269192422734,0.1038961038961039,159.22222222222223,6.732570688538744,0.12932309839497558,0,0,1,2
A2818,data analytics course,137.0,4817.0,214.965,17.0,6.0,0.056,1720.0,08-11-2024,hyderabad,mobile,data analytics course,2024-08-11,11,8,6,32,True,0.0438,0.02844093834336724,1.569087591240876,12.645,0.35294117647058826,0.0012455885405854266,0.12408759124087591,286.6666666666667,7.001302537622404,0.1249796511627907,0,0,1,1
A2819,data analytics course,125.0,5217.0,183.16,16.0,10.0,0.041,1245.0,2024/11/03,hyderabad,tablet,learn data analytics,2024-11-03,3,11,6,44,True,0.08,0.023960130343109065,1.46528,11.4475,0.625,0.0019168104274487254,0.128,124.5,5.797335662808473,0.1471164658634538,0,0,2,4
A2820,data analytics course,155.0,4870.0,191.54,23.0,8.0,0.052,1451.0,2024-11-14,hyderabad,tablet,data analytics course,2024-11-14,14,11,3,46,False,0.0516,0.03182751540041068,1.235741935483871,8.327826086956522,0.34782608695652173,0.0016427104722792608,0.14838709677419354,181.375,6.575441161115172,0.13200551343900757,0,0,2,1
A2821,data analytics course,111.0,5133.0,240.23,22.0,8.0,0.072,1555.0,22-11-2024,hyderabad,desktop,online data analytic,2024-11-22,22,11,4,47,False,0.0721,0.02162478082992402,2.1642342342342342,10.919545454545455,0.36363636363636365,0.0015585427625170465,0.1981981981981982,194.375,5.472963410065354,0.1544887459807074,0,0,0,5
A2822,data analytics course,141.0,3181.0,234.44,16.0,9.0,0.064,1628.0,2024-11-21,hyderabad,desktop,data analytics training,2024-11-21,21,11,3,47,False,0.0638,0.044325683747249295,1.6626950354609928,14.6525,0.5625,0.0028292989625903803,0.11347517730496454,180.88888888888889,5.944207473127452,0.144004914004914,0,0,0,3
A2823,data analytics course,153.0,4153.0,234.25,18.0,5.0,0.048,1368.0,2024-11-24,hyderabad,tablet,data analytics course,2024-11-24,24,11,6,47,True,0.0327,0.036840837948470984,1.5310457516339868,13.01388888888889,0.2777777777777778,0.0012039489525644113,0.11764705882352941,273.6,4.83991462113127,0.17123538011695907,0,0,2,1
A2824,data analytics course,176.0,4520.0,191.11,11.0,4.0,0.059,1107.0,2024/11/28,hyderabad,mobile,online data analytic,2024-11-28,28,11,3,48,True,0.0227,0.03893805309734513,1.0858522727272728,17.373636363636365,0.36363636363636365,0.0008849557522123894,0.0625,276.75,4.792475537648475,0.17263775971093046,0,0,1,5
A2825,data analytics course,147.0,4250.0,223.33,17.0,3.0,0.02,1069.0,2024-11-27,hyderabad,desktop,online data analytic,2024-11-27,27,11,2,48,False,0.0204,0.03458823529411765,1.5192517006802722,13.137058823529413,0.17647058823529413,0.0007058823529411765,0.11564625850340136,356.3333333333333,3.786638606546366,0.20891487371375117,0,0,0,5
A2826,data analytics course,80.0,4520.0,196.17,15.0,4.0,0.05,1252.0,2024-11-08,hyderabad,desktop,learn data analytics,2024-11-08,8,11,4,45,False,0.05,0.017699115044247787,2.4521249999999997,13.078,0.26666666666666666,0.0008849557522123894,0.1875,313.0,5.38221950349187,0.15668530351437698,0,0,0,4
